id,sent0,sent1,label-false,perplexity,predicted_false
1507,HE PUT A CHICKEN IN THE OVEN,HE PUT A CUPBOARD IN THE OVEN,1,3632173.950134382,1.0
1970,the boy fed the fish with a ball,the boy fed the fish with fish food,0,7508553.979288642,0.0
706,she keeps milk inside the fridge.,she keeps the camel inside the fridge.,1,10566273.265755722,0.0
1833,The boy kicked the house.,The boy kicked the ball.,0,23665219.17937601,1.0
1493,Spatulas are great for both hiking and fishing.,Spatulas are great for both cooking and baking.,0,15823720.112262564,1.0
964,the red color is one of the simplest colors,"there are only 3 colors, red, yellow and blue",1,1557694.7110124254,1.0
687,my brother today speak to me,my brother speaks to the house,1,2820300.6471118885,1.0
1523,He put a pillow on the bed,he put an airplane on the bed,1,1079912.147797353,0.0
1460,I hike on surfboards.,I hike on trails.,0,25259334.90582957,1.0
406,He was in the backyard in Minnesota grilling some burgers.,He was in the backyard in Minnesota growing some burgers.,1,1904525.586853346,0.0
562,Smartphone is a device used for communication,Smartphone is a device used for transportation,1,746661.9974847352,1.0
1855,He dried himself with a train ticket,He dried himself with a towel,0,1884134.9814306314,0.0
1067,Milk contains alcohol.,Beer contains alcohol.,0,2311510.731912492,0.0
708,Books are piglets with flowers in their hair,Books are pages with ink printed on them,0,40176886.03363384,1.0
18,She strictly does not allow food into her house,She strictly does not allow alcohol into her house,0,2055194.4873498958,0.0
442,My uncle surfs on the weekends.,My uncle runs over the waters on weekends.,1,953624.6250937189,0.0
677,A fish was walking on the roadside,A cat was walking on the roadside,0,10520081.783142976,1.0
207,Pens are for writing,Pens are for painting,1,3975551.118270681,1.0
1746,"After driving for fifteen minutes, he turned on the ignition.",He turned on the ignition and drove fast for the next fifteen minutes.,0,1663744.1728069808,0.0
153,A television is something that you watch daily.,A television is something that you seat on daily.,1,18795684.966890015,1.0
411,He took the giraffe to the store,He took the fruit basket to the store,0,5528952.203633557,0.0
134,She turned in her homework five years after it was due and got full credit,She turned in her homework before it was due and got full credit,0,3227957.0428313073,1.0
1513,she put a horse in the washing machine,she put her cloths in the washing machine,0,15272712.431882018,1.0
1503,Basketball is played within two teams,Basketball is played with pianos,1,7499544.049084374,1.0
1752,He closed the blinds because it was too bright,He closed the blinds because it was too dark,1,11618379.376208391,0.0
430,Plants need sunlight.,Plants need motor oil.,1,1639248.805759767,0.0
1933,He put a shark into the fridge.,He put the chicken on the fridge.,0,886217.2540202849,0.0
1378,she went to buy a toothbrush at a petty shop,she went to buy a toothbrush at a flower shop,1,17239766.22900969,1.0
1433,The cat drank milk on the plate.,The cat drank milk in the duck.,1,114291867.52281435,1.0
1209,Reading to your children can make them smarter,Reading to your children can make them stronger,1,3525732.2978930958,0.0
1369,She put her shoes on the stove in the morning.,She put her shoes on in the morning.,0,1948944.6450255392,1.0
498,She taught Spanish to her lilac bush.,She taught Spanish to her children.,0,3998479.00768926,1.0
517,He placed the table on top of the pencil,He placed the pencil on top of the table.,0,5913755.03487733,0.0
1286,moms love their children,grandparents don't love their children,1,2871409.678740338,1.0
709,Her mom braided her hair for school.,Her mom messed up her daughter's hair.,1,2158684.5184358507,1.0
443,My window speaks very well.,My cockatoo speaks very well.,0,1257052.2478039537,0.0
1935,Jumping is very important.,Reading is very important,0,107995.89740256901,1.0
1346,The kid took her mother to the school,The mother took her kid to the school,0,11220933.182841921,1.0
1384,Hats can protect you from an accident,Hats can protect from harsh sunlight.,0,1009829.0667024838,0.0
1223,he hit the ball over the flag,he hit a helicopter over the flag,1,14511497.33344551,1.0
269,I eat rocks every day for lunch.,I eat a banana every day for lunch.,0,2818069.122327663,0.0
356,The lizard climbed a rock.,The lizard climbed the ocean.,1,22346029.113658555,0.0
1314,A grapefruit is bigger than a pumpkin.,A grapefruit is bigger than an orange.,0,38244591.5392014,1.0
823,it snows in winter,it snows in summer,1,562997.6274849243,0.0
210,I was doing my laundry at the library.,I was reading a book at the library.,0,4284512.562823035,1.0
739,The snake feeds on the mice that come through the alleys,The snake sleeps on the mice that come through the alleys,1,27227748.09629304,1.0
595,Friends talk to each other,Friends have to talk to each other every day,1,2294870.168950756,1.0
482,Stepping through the window is the usual way to enter a room.,Stepping through the door is the usual way to enter a room.,0,8379721.078226106,0.0
1453,"""When she said """"Go to the store"" she meant the plane had arrived.""","When he said Go down the stairs"" he meant the stairs on the right.""",0,1252198.0380421192,1.0
266,He broke his leg and went to get a burger,He broke his leg and had to get a cast,0,925358.9299166227,0.0
1382,People take showers when they feel happy.,People take showers when they feel dirty.,0,26203504.83989888,1.0
1101,Ripping a paper in half creates two pieces.,Ripping a paper in half creates six pieces.,1,5241890.450771255,0.0
1518,He cut the lawn with his scissors.,He cut the lawn with his power mower.,0,5201122.536476081,0.0
141,Dogs require aluminum to survive.,Dogs require food to survive.,0,14141609.447977088,0.0
552,He combed a bookshelf because it is hairy.,He combed a bookshelf looking for a book.,0,574198.6774691157,0.0
1631,He put turkey in oven,There is a man in the oven,1,5820305.378591135,0.0
140,The car can go the speed of 200MPH,The car can go the speed of light,1,6359483.526698308,1.0
1080,He put stone into the fridge.,He put apple into the fridge.,0,2891464.1542674936,1.0
1214,books are used to watch a movie,books are used to read and write,0,4034896.3854910014,1.0
460,Micheal swam across the pool,Michael swam across the Pacific Ocean,1,3149088.4758877703,0.0
1036,dinosaurs are alive on earth,human are alive on earth,0,6418793.895810493,1.0
379,I like to drink coffee beans in the morning,I like to drink coffee in the morning,0,976599.5503784899,0.0
1019,he put a chair in the basket,he put pepper in the basket,0,8396287.880851883,1.0
1315,I put my clothes in the washing machine,I put a dumpling in the washing machine,1,33050117.858018804,1.0
334,Elephant uses its trunk to drink water,Horse uses its trunk to drink water,1,3101520.255051584,1.0
731,my brother always takes mud in the morning,my brother always has breakfast in the morning,0,813386.0363937375,0.0
715,My roommate waters his cell phone every morning.,My roommate waters his flowers every morning.,0,20100698.148878932,1.0
375,My dog is laying on the ceiling.,My dog is laying on the floor.,0,9894169.550039146,1.0
419,A dog can cut down a tree.,A dog can pee on a tree.,0,46642552.87397844,1.0
842,we go to the disco to dance every weekend,we go to the disco to pray every weekend,1,5490835.167392887,1.0
1159,I picked up a basket full of apples from the tree in the yard.,I picked up a basket full of peppers from the tree in the yard.,1,2772501.0896722637,0.0
1221,Joe asked Mary to have a date because he dislikes her,Joe asked Mary to have a date because he likes her,0,10424266.754909707,1.0
1404,people like to dress well,people like to dress nothing on the street,1,683066.9153065324,0.0
641,he bought the bike from the bookstore,He bought the book from the bookstore,0,7081085.510844327,1.0
32,The kids went to the farm,The farm went to the farm,1,31621992.55201066,1.0
1591,You don't need to read,Reading is important,0,184196.1329251742,0.0
1129,My dad grew tomatoes in his garden.,My dad grew volleyballs in his garden.,1,10165847.466104988,1.0
1666,i stand up in the theater,i sit down in the theater,0,1321947.9017467028,0.0
1638,John Legend is a very good singer.,Every good singer is a member of the family of John Legend,1,9845619.12323677,1.0
554,My sister eats an entire watermelon,My sister eats a pair of scissors,1,19516369.733724084,1.0
224,the chicken laid an egg,the horse laid an egg,1,149595894.6804249,1.0
304,The angered chocolate bar is noisy,The angered kitten is noisy,0,1777327.1370093527,0.0
600,Chronic pain can affect a person's mood.,Chronic pain is usually caused by a person's mood.,1,1427460.7144168105,1.0
216,Pianos have fires inside of them,Pianos have strings inside of them,0,8711902.63455391,1.0
278,He took his dog to the park.,He took his house to the park 2 blocks away,1,11927046.005762631,1.0
66,Many cancer patients lose their hand because of chemotherapy,Many cancer patients lose their hair because of chemotherapy,0,1442567.846697107,1.0
1164,you are supposed to buy tickets before you get on the train,you are supposed to buy tickets after you get off the train,1,17052181.684581716,1.0
1684,The sky is green.,The sky is above us,0,6305085.117453859,0.0
1905,honesty should be encouraged,honesty should be banned,1,3050146.8718344797,1.0
138,she likes to sing loudly at the mall,she likes to sing loudly at work,1,4535967.59639762,1.0
1988,The whale swam in the sky,The whale swam in the ocean,0,6719971.061246485,1.0
1587,The man was tired of shoveling snow every winter.,The man was tired of shoveling marbles every winter.,1,3670082.001810222,1.0
1783,The teacher was teaching English in the classroom,the teacher was harvesting wheat in the classroom,1,11615277.3483896,1.0
1360,You are likely to find a dog in a kennel,You are likely to find a cow in a kennel,1,8733197.91273044,0.0
1455,The cat used the litter box,The lion used the litter box,1,85059173.1579611,1.0
302,She sat in the chair,She read the chair a book,1,6001763.930921777,0.0
768,shields can protect ancient warriors from harm,shields can't protect ancient warriors from harm,1,5224766.718819945,1.0
13,Cigarette is good for healthy,Cereal is good for healthy,0,810620.7039501352,1.0
1107,Dogs have four legs.,Human have four legs.,1,6811482.635936994,1.0
1807,Birds were heard barking at night,Birds were heard singing at night,0,118920.40451157128,0.0
695,He melted the TV onto the bread.,He melted the cheese onto the bread.,0,1888808.9885696894,0.0
1000,The turtle swam in the ocean,the turtle swam on the land,1,2611311.042839113,1.0
1653,The fish ran through the forest,The fox ran through the forest,0,21688939.8346954,1.0
1064,Starfish are marine animals.,Starfish are found in outer space,1,212644.87655472377,0.0
1237,Canvas is used for serving food,Canvas is used for painting,0,2744628.2943242854,1.0
984,he made dinner on the television,he made dinner on the stove,0,500217.3415231979,0.0
671,India backs Mars government,India backs Sri Lankan government,0,11180150.615126934,1.0
1691,Hot Dogs are the most popular food item in America.,Hot Dogs are the most popular food items at baseball games.,0,2356946.0955273695,1.0
370,HE WAS GOING TO RESTAURANT AFTER ACCIDENT,HE WAS GOING TO HOSPITAL AFTER ACCIDENT,0,1528839.9425171602,0.0
1463,the bread is much sweeter than candy,Candy is much sweeter than bread,0,9039898.534998521,0.0
1426,many girls like the color pink,Girls only like the color pink.,1,489848.5121049685,0.0
16,He inserts his thumb into the car Ignition switch.,He inserts the keys into the car Ignition switch.,0,1070084.6646646296,0.0
798,hair gel is to be applied onto the scalp,hair gel is to be applied onto the back,1,5841508.633208949,0.0
1537,My glasses help me see,My glasses help me smell,1,83686005.33378676,1.0
1954,People use cars for transportation.,People use cars to fly.,1,7336906.182181363,1.0
1527,Babies cry in their sleep a lot.,Babies cry and sleep a lot.,0,10981675.592171794,1.0
577,He drove his boat on the highway,He drove his car on the highway.,0,7736358.155139721,0.0
840,there are 8 days in a week,there are 7 days in a week,0,518428.7553182299,0.0
308,Mike ate four sandwiches after running.,Mike ran four sandwiches.,1,8286265.786849518,0.0
1897,The cow ate the chickens in the pasture.,The cow ate the grass in the pasture.,0,19106500.383128524,0.0
220,"When you go out for a jog, you are participating in the activity of jogging.","When you go out to a baseball game, you are participating in the activity of baseball.",1,4390896.355043357,0.0
1663,i use my dog to play cricket,i use the bat to play cricket,0,6932029.656477757,1.0
337,Bats can fly perfectly.,Bats can ride bicycles.,1,2510011.4731662218,1.0
1979,Water can be hot or cold.,Water can only be cold.,1,1314251.082196692,1.0
124,There are lots of fish in the sea.,There are lots of fish in the sky.,1,942011.3389963859,1.0
457,the ice cream stays cold in the freeze,the ice cream stays cold in the microwave,1,26977601.39811959,1.0
1338,Most people sit quietly on the bus,every people sit quietly on a bus,1,1491865.674060597,1.0
661,he gave his dresses to wash in the laundry room,he gave his dresses to wash in the study room,1,11308012.576648502,0.0
1185,Fruits and vegetables provide toxins,Fruits and vegetables provide nutrients,0,704295.5923726069,0.0
1968,mailmen deliver mail,mailmen deliver babies,1,9827776.454641674,1.0
1319,Tutors can help you learn,Fish can help you learn,1,423896.61547134706,1.0
651,They write their exam by a water bottle.,They write their exam by pen,0,1306587.8615036265,1.0
1815,When people are hungry they drink water and do not eat food.,People eat food when they are hungry.,0,1766887.9541041069,1.0
1599,he kept the ice cream in the oven,he kept the ice cream in the fridge,0,2705537.192008535,0.0
1827,people usually walk forward,people usually walk backward,1,1344994.295291125,1.0
1258,Insects eat men,Insects eat insects,0,1824660.407246423,0.0
323,An ant is a type of insect.,All insects are ants.,1,6057241.293364515,0.0
818,bananas grow on trees,bananas grow on the ground,1,968893.325557065,0.0
177,athletes are slow,athletes are fast,0,428483.72774803545,1.0
583,He smokes Cigarettes in his house.,He smokes Cigarettes in a gas station.,1,648489.1247180947,0.0
1567,Canada is a country in Antarctica,Canada is a country in North America,0,744932.9546187818,0.0
1108,Sara bought a new pet.,The dog bought a new pet.,1,741059.1769524026,0.0
658,dogs are very social animals who prefer life in a pack to a solitary existence,dogs are very social animals who prefer a solitary existence to live in a pack,1,8845323.640239734,0.0
1726,donkeys walk on two legs,donkeys walk on four legs,0,5297558.514179736,1.0
1705,To get to the top of the building you may use an elevator,To get to the top of the building you must use an elevator,1,5941420.709454593,0.0
93,orange juice tastes like orange,Water tastes like orange juice,1,4484862.414350975,0.0
342,the briefcase is stored in some documents,a briefcase can be used for storing documents,0,6811287.760643325,1.0
1878,Children love to play the game.,Children do not like playtime,1,2355683.193459703,1.0
330,Arguments are to be avoided.,Arguments are something to be striven for.,1,3943360.628124691,0.0
1824,A sharp object can tear your trousers if you come in contact with it.,A ball can tear your trousers if you come in contact with it.,1,27784209.364548847,1.0
733,The public library has lots of books,The public library has lots of fish and birds,1,1455058.2995206453,1.0
199,Popsicles are frozen treats,Popsicles are made of cotton,1,1358915.0081488446,0.0
815,you should pull on the brake to stop your bike,you should pull on the brake to accelerate your bike,1,26225654.99060141,1.0
1099,The snake plays basketball.,Derek plays basketball for a team.,0,10468839.401591234,0.0
542,Something you find under a desk is the floor.,Something you find under a desk is the ceiling fan.,1,48278425.70542783,1.0
1568,Dogs eat cats,Dogs and cats can live together,0,10793515.55783549,0.0
181,He washed the sky,He washed the dishes,0,853779.1115900766,0.0
1773,He planted a plant in the jar.,He planted a chair in the jar.,1,2340344.450743615,1.0
812,studying at university is a form of education,walking to university is a form of education,1,7387218.542526515,0.0
940,the doctor sent the prescription pills by e-mail,the doctor sent the prescription by e-mail,0,5565635.089736088,1.0
922,ham is made from a pig,ham is made from a cat,1,834994.5470458332,0.0
736,One morning I shot an elephant in my pajamas,One morning I shot a fly in my pajamas,0,11255014.383671442,0.0
9,She inserts her finger in the lock,She inserts the key in the lock.,0,1845519.3634344372,0.0
459,The dog pounced on the rabbit,The cat pounced on the rabbit,1,85205637.33526798,1.0
284,I rescued my dog from the shelter.,I rescued my goldfish from the shelter.,1,34812135.606400676,0.0
1991,He ate an entire zebra for lunch.,The zebra ate its lunch.,0,5506483.0438443795,0.0
1780,She put sunglasses on her face.,She put a ram in her face.,1,31233383.418935943,1.0
1349,The frog ate a tiger,The tiger ate a frog,0,255046024.37579477,1.0
1439,The cat likes to watch alligators.,The cat likes to watch birds.,0,13884813.246820956,0.0
681,John can kick the ball with his hands,John can kick the ball with his foot,0,15882138.051119396,1.0
1288,playing in rain increases the chances to get caught by police,playing in rain increases the chances to get the fever,0,6771488.109094925,0.0
1112,The woman's purse was floating above her.,The woman's hung purse off her shoulder.,0,1406009.6467546418,0.0
393,The best car is the spaceships.,a famous car brand is Ford.,0,1057434.2472594283,0.0
208,Eat an apple a day and keep the doctor away,Eating an apple a day will invite the diseases,1,7265681.642266527,0.0
1324,Dirty dishes go into the dishwasher,The dishwasher makes dishes dirty,1,3192428.94621092,1.0
405,He punched a hamburger for lunch,He ate a hamburger for lunch,0,2221851.7932311003,0.0
1614,It's important to do your homework to get good grades,It's important to skip school to get good grades,1,1648531.3444330231,1.0
1688,Every country has a president,"To be the president of the country, you have to win the vote",1,18043323.505048256,1.0
1660,I want ice cream so I buy it,I want ice cream so I buy an elephant,1,8813780.417123511,1.0
1667,my android mobile installs games from play store,my android mobile installs games from the app store,1,1125907.743145808,0.0
867,a person with no legs accidentally kicked me in the subway,a person with no legs accidentally hit me in the subway,0,6229756.904594561,0.0
1424,A Carpet-layer can lay carpet on floors,A dog lays carpet on the floor,1,9600427.546386791,0.0
1228,Jim went to watch a movie at the gym,Jim went to watch a movie at the theater,0,1777947.612084577,1.0
948,he learned with his refrigerator before the exam,he learned with his textbooks before the exam,0,3056386.904663823,0.0
1864,The world has the same time zones,There are different time zones around the world.,0,870352.744582255,0.0
735,Some people like to put a scarf around their necks.,Some people like to put a scarf around their ears.,1,4491835.22200087,0.0
1674,"IF you need water, get it from the sink.","If you need water, get it from the oven.",1,15164673.078433413,1.0
581,She checked the bucket for the time,She turned around to check the time,0,2562110.6110123345,0.0
1394,Skyscrapers are very tall buildings.,Skyscrapers can cause rips in the sky.,1,817873.4135742981,1.0
1450,Chairs are large and heavy machines.,Cars are large and heavy machines.,0,4512125.905869803,0.0
1496,HE EATS THE PIANO.,HE PLAYS WITH PIANO.,0,1366065.435473008,0.0
1468,After sunset sky turns dark,After sunset sky turns blue,1,7568137.1499615405,1.0
1469,The carpenter Chopped the Woods,The Carpenter Chopped the Train,1,1877806.343128447,0.0
1798,Sally taught her students English,Sally taught her students burglary,1,3153512.297725763,0.0
201,She takes the clothes from the washing machine.,He takes the house from the washing machine.,1,5945507.4303270485,1.0
1290,A couple sat on a rock to watch the sunset.,A couple sat on the water to watch the sunset.,1,522879.6638950654,1.0
107,The watermelon ate the kids,The kids ate watermelon,0,13121002.274623426,0.0
674,I use cotton to make big mussels body,I use dumbbells to make big mussels body,0,6113942.766601556,0.0
889,plastic bags can be recycled,plastic bags are non-recyclable,1,6274391.560467537,1.0
381,He parks his car in the closet.,He parks his car in the garage.,0,2029910.6796012726,0.0
295,A liquid becomes a solid when it reaches boiling point,A liquid becomes a gas when it reaches boiling point,0,20969261.630994625,1.0
385,My brother is sick when he travels.,My brother travels when he's sick.,1,2214055.154659912,1.0
63,a printer makes vehicle oil,a printer makes prints,0,5156022.87080439,0.0
1913,he put a woman in his car,he put a whale in the car,1,2028217.496680722,0.0
1195,The chicken fights the dog.,The fish fights the dog.,1,66718137.21864763,1.0
1966,he was television at his brother,he was angry at his brother,0,13491701.79988858,1.0
656,The two lions went to the movies,My girlfriend and I went to the movies,0,1029492.8245977279,0.0
158,Halloween night is the most ordinary night of the year,Halloween night is the spookiest night of the year,0,8002187.701138615,1.0
81,Eagles are a type of fish,Eagles are a kind of bird,0,3477425.7954449826,0.0
1822,Water drinks people,I drink water,0,33487380.680945758,1.0
217,I play catch with a baseball,I play catch with a boat,1,8057215.86426883,1.0
1906,things come in dreams may not happen in real life,everything comes in dreams happens in real life,1,3551548.719229943,0.0
1984,I take the submarine to work every day.,I take the train to work every day.,0,18370897.357149146,0.0
152,My TV is floating in mid-air,My TV is on a black desk,0,1070696.1261413472,0.0
1904,The outcome of getting in line is waiting.,The outcome of cutting in line is waiting.,1,128716440.34363267,1.0
1579,people should study less to get a higher grade in exams,People should study more to get a higher grade in exams,0,10210055.139839884,0.0
1696,The supermarket only sells cars,I shop at the supermarket,0,1309116.0665221594,1.0
213,blueberries are red,blueberries are blue,0,2234439.8179850574,1.0
1370,He went to the theater for a medical checkup,He went to the theater to watch a movie,0,1889553.0755563795,0.0
394,the stove helps to cool down the house,the air-conditioning helps to cool down the house,0,640718.2653580629,0.0
1482,Heating food makes the food balance better on a fork.,Heating food makes the flavors more enhanced.,0,3659691.05223115,0.0
969,plants convert sugar to a light,plants convert light to sugar,0,2018900.3606335865,1.0
98,She put the contact lens into her mouth,She put the contact lens into her eye,0,2616488.6057052636,0.0
565,he was dancing on the lake,he was dancing on the floor,0,2423107.8831785605,1.0
89,If you sleep for 8 hours you will feel rested,If you run a marathon for 26 miles you will feel rested,1,144282109.73202735,1.0
307,I walked to McDonald to eat lunch.,I walked to the sand factory to eat lunch.,1,6772921.891199815,1.0
959,moisturizer is good to keep in your pocket or purse for when you have cracked and dry skin,lipstick is good to keep in your pocket or purse for when you have cracked and dry skin,1,16958606.325409282,1.0
981,my friend runs marathons after dinner every day,my friend jogs around the block after dinner every day,0,5987243.255566155,1.0
910,a one-month-old baby put the laundry in the dryer,mother put the laundry in the dryer,0,7233718.951737378,1.0
78,Owls are used to brighten a room.,Lamps are used to brighten a room.,0,971452.5074675992,0.0
1861,He put plum on the plate.,He put a helicopter on the plate.,1,2932698.9953821427,0.0
506,I went to bed because I was tired.,I went to the bathroom because I was tired.,1,399200.7323244902,0.0
1459,Journals can help people in forgetting important events.,Journals can help people in remembering important events.,0,1440331.2535007263,0.0
1467,All enzymes are proteins.,All proteins are enzymes.,1,3703462.4878944266,1.0
67,The fire will cool you if you touch it.,The fire will burn you if you touch it.,0,4994553.829132061,0.0
194,My neighbor went to the doctor because she has a sore throat.,My neighbor has a sore throat so she took her car to the garage.,1,1981674.1801769598,1.0
903,the baby spilled milk on the floor,the bird spilled milk on the floor,1,1717800.0424848453,0.0
1605,Sunlight grows in plants.,Plants grow in sunlight.,0,7321019.183380343,1.0
246,The boy ate some ice cream.,The boy ate a bush.,1,23859745.862056345,1.0
1336,"The taxpayer is being taxed to death,  while the rich become richer",The rich pay the same taxes as the poor.,1,8518081.37777582,0.0
1548,The man ate the salad when he was hungry.,The man ate the bowl when he was hungry.,1,9533132.207371002,1.0
837,some people ride tigers to work,some people ride bikes to work,0,2710027.884867298,0.0
200,Joe got a parking ticket because he drives too fast.,Joe got a speeding ticket because he drives too fast.,0,1741556.4843143923,0.0
1440,Sarah's favorite food is lobster.,Sarah put a shark in the lobster.,1,14042482.154173523,1.0
1837,he put both his legs into his trousers,he put all three of his legs into the trousers,1,6297681.4544716505,1.0
1967,he sent me a text message from his ashtray,he sent me a text message from his smartphone,0,2236567.496361677,1.0
178,John plays football on a field.,John plays football in outer space.,1,566897.8124041675,0.0
693,I like the film so I keep watching it,I hate the film so I keep watching it,1,10745121.408722559,0.0
1559,Exercising is healthy,Exercising is not healthy,1,647178.1062864896,0.0
1973,She read the interesting book for fun,She read the interesting book for dinner.,1,2480430.660897511,0.0
1777,He put the child in the chair.,He put a truck in the chair.,1,825082.4201488878,0.0
559,Kids like to sleep with grizzly bears.,Kids like to sleep with teddy bears.,0,13235922.984849181,1.0
1996,today my hand is very clear to see the world,today my eye is very clear to see the world,0,14883137.831605222,1.0
1125,I brushed my hair with a wrecking ball.,I brushed my hair with a hairbrush.,0,2794192.7897173096,1.0
417,Christmas eve is the most ordinary night of the year,Christmas eve is the spookiest night of the year,0,10043119.955205897,1.0
861,the boat sailed on the open sea,the boat flew in the air,1,1834424.214994988,0.0
863,a flower petal is part of a motor vehicle,a clutch pedal is part of a motor vehicle,0,458542.2017682993,0.0
1672,the mouse ate the cat,the cat ate the mouse,0,239918248.52063164,1.0
537,My brother adopted a cat from a shelter,My brother adopter a tiger from a shelter,1,10264669.845843079,1.0
745,Streaming movies is the newest trend,Renting movies is the newest trend,1,4324231.963688338,0.0
344,She brought a microwave to bed.,She brought a book to bed.,0,3146092.7033626367,0.0
939,he cut the grass with a shovel,he cut the grass with the lawnmower,0,17666580.18196065,1.0
1825,A rock can fly in the sky.,A bird can fly in the sky.,0,7949324.292811168,0.0
699,I would like to fry a PS4,I would like to buy a PS4,0,3430301.2580820434,0.0
635,"When people cry, tears come out of their eyes","When people cry, tears come out of their ears",1,5287756.32743001,0.0
488,A dog can live in an aquarium.,A shark can live in an aquarium.,0,3676976.593652662,0.0
40,Birds live in a house,Birds live in nests,0,555752.2544946608,0.0
398,At day people can see many stars.,At night people can see many stars.,0,923071.6970270696,0.0
1723,Some people will not die,All people will die,0,1063572.263282128,0.0
111,If you want to buy presents for others then you should figure out what you want,If you want to buy presents for others then you should figure out what they want,0,17879295.04906808,0.0
989,she used motor oil to wash her hair,she used shampoo to wash her hair,0,241255.29189691774,0.0
440,The rug is bleeding,he is bleeding,0,4685916.76742339,0.0
1184,Mike went to the grocery store three blocks away by plane,Mike went to the grocery store three blocks away by bike,0,1132983.3423444282,1.0
1318,"When you are outside,  you will be sweating.",You may sweat when it is hot outside.,0,14259076.443531066,0.0
479,Snowmen are cold.,Snowmen are liquid.,1,6219807.475340695,1.0
265,I hate racists.,Everyone hates racists.,1,4124436.633850988,0.0
1719,Pollutants cause pollution,Trees cause a lot of pollution,1,1549643.2028551823,0.0
1422,The baseball team scored 4 home runs.,The pitcher threw a ball at 200 MPH.,1,10381428.24627488,1.0
1648,My brother is awarded a silver medal when he wins the race.,My brother is awarded a gold medal when he wins the race.,0,2293421.80031426,1.0
991,the fan was blowing air,the fan was blowing guns,1,108902995.44120726,0.0
1220,If you want to have a party then you should invite things,If you want to have a party then you should invite guests,0,47323149.25174923,1.0
235,I swam to the lowest point of the ocean in one breath,I swam to the lowest point of the pool in one breath,0,30881634.91790872,1.0
41,Something you need to do before you grow vegetables is fertilizing the ground,Something you need to do before you grow vegetables is filling the ground with cement,1,6101524.321558025,1.0
306,Orange juice is green.,Orange juice is orange.,0,4388522.692820092,1.0
1555,Boats float on the road,Boats float on the river,0,356851.9044986188,0.0
857,"every time I go to the shops, I buy a dog","every time I go to the shops, I buy something",0,17882739.687794555,1.0
974,the baseball pitcher hit a home run during the pitch,the baseball pitcher hit a bird during the pitch,0,2210506.479564827,1.0
77,He bought groceries at the store.,He bought groceries at the zoo.,1,1485032.2345383258,0.0
92,A group of people seated at bed for a meal,A group of people seated at the table for a meal,0,3763132.683935466,1.0
1111,Sleeping with makeup on nourishes your skin and makes it healthier.,Sleeping with makeup off is very good for your skin's health.,0,5337845.170929072,1.0
619,My dog barked when I came home.,My dog purred when I came home.,1,3182145.872829953,0.0
1907,Sally taught mathematics for ninety years since she was 30,Sally taught mathematics for nine years since she was 30,0,4039597.5020160107,1.0
1295,she put a pie in the fridge,she put a rhino in the fridge,1,2097029.0874833874,1.0
539,He jumped through the happiness,He jumped through the window,0,3645099.9644738147,0.0
1646,Math is very useful these days,Math is not useful these days,1,869436.0411528772,1.0
1883,Apples are usually green,People are usually green,1,222311.1779030506,0.0
1642,Orange juice is made of oranges,Orange juice is made of apples,1,603496.9889900109,0.0
1196,A car engine is usually cooler before driving the car.,A car engine is usually cooler after driving the car.,1,1638676.7343336167,1.0
1233,The train left the station on time,The train waited for a passenger for an hour,1,7479673.215694029,1.0
766,my mother switch on the television to watch movie,my mother switch on the radio to watch movie,1,377302.73181654606,0.0
170,"Toothbrush is a small brush with a long handle, used for cleaning the teeth","Toothbrush is a small brush with a long handle, used for cleaning the car",1,2213643.4528729264,0.0
263,Books are educational.,Empty books are educational.,1,8467073.066929271,1.0
115,Each day someone gets younger.,Each day someone gets older.,0,6922080.789278434,0.0
1337,A runner tries to go a long distance by controlling breath and pace.,Runny eggs can last best by leaving them out in the sun.,1,729625.0874009301,0.0
1030,beepers are becoming even more popular,smartphones are becoming even more popular,0,725022.8664029412,0.0
1947,He took his goldfish for a walk,He took his dog for a walk,0,2139170.485061169,0.0
1289,"When you close a door,  it can be walked through.","When you open a door,  it usually has hinges to keep it from falling off.",0,31449423.809263684,1.0
737,She purchased four supermarket tickets.,She purchased four thether tickets.,0,1075576.820549411,0.0
264,If you want to go for a jog then you should start singing,If you want to go for a jog then you should start jogging.,0,9544175.684044702,0.0
1033,he drove to the moon before it closed at 9pm,he drove to the store before it closed at 9pm,0,5487181.32864811,1.0
91,"a rock is a bouncy, round object made of rubber","a ball is a bouncy, round object made of rubber",0,7477883.0037336415,0.0
410,She went to the bathroom to urinate in the toilet.,She continued watching TV as she urinated in her pants.,1,3507769.197410289,0.0
1351,He left his car at a service center for oil change,He left his dog at a service center for an oil change,1,5960495.295103545,1.0
932,my brother always play football in a swimming tank,my brother is a big fan of football,0,902489.702822638,0.0
1253,Plants don't need the sunlight to grow.,Plants need sunlight to grow.,0,13588651.579649694,1.0
944,"any dog breed can be taught a trick, playing dead is a trick",any dead dog can learn how to do a trick with his breed,1,5928736.358551907,0.0
364,Please turn off the lights? It is shinny,Please turn on the lights? It is shinny,1,21990734.079217933,1.0
161,She drove eloquently into the sky.,She danced eloquently into the night.,0,7666393.933533139,1.0
942,elephants eat grass and leaves,elephants eat rabbits and rats,1,18884947.467539784,1.0
1412,Jane loves to eat fresh vegetables.,Jane put a shark on her vegetable.,1,8960469.706492962,1.0
1083,Malls are found in the sky.,Shawn went to the mall yesterday.,0,932465.4220844292,0.0
